motivo,depart,quant_saved,age,saved_formal,incentive,female,married,highschool_completed,reached_b4goal,bolivia,rem_any,provincia,wealthy,puzzle_ica,foto,rem_motive,peru,branch,marketer,joint,joint_single,dc,highint,rewardint,missing_inc,inc_7d,hyperbolic,missing_savamt,missing_havesaved,missing_savedwhere,missing_savwhynot,missing_satisfied,missing_satisfy,missing_regretspend,saved_asmuch,spent_b4isaved,philippines,country,late_rem_any,log_quant_saved,rem_any_peru,rem_any_phil,rem_any_boli,missing_female,missing_age,missing_highschool_completed,missing_married,missing_saved_formal,missing_inc_7d,missing_wealthy,missing_hyperbolic,missing_saved_asmuch,missing_spent_b4isaved,missing_number_account,ivhquant_saved,logalt_quant_saved,gain_rem,loss_rem,noincentive,rem_no_motive,masterid
"EMERGENCIAS, IMPREVISTOS",0,49.0905,38,0,,1,0,1,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,1,1,3.9138315,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5869164,3.8938692,1,0,0,0,2236
"",0,2.284,26,0,,1,1,0,0,0,1,0,1,0,0,0,0,2,16,0,0,0,0,1,0,11.42,0,0,0,0,0,0,0,0,1,1,1,3,1,1.1890622,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.5638802,.83029699,1,0,0,0,4678
"EDUCACION",0,490.905,23,0,,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,1,1,6.1982856,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6.8893991,6.1962709,1,0,0,1,2055
"EVENTOS SOCIALES Y FAMILIARES",0,52.3632,36,0,,1,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,1,1,3.9771214,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6514425,3.958395,1,0,0,1,2544
"",0,2.284,19,0,,1,1,1,0,0,1,0,1,0,0,0,0,1,10,0,0,0,0,0,0,57.1,0,0,0,0,0,0,0,0,1,0,1,3,1,1.1890622,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.5638802,.83029699,0,1,0,0,3857
"EMERGENCIAS, IMPREVISTOS",0,39.2724,66,0,,1,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,1,1,3.6956663,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.363831,3.6707766,1,0,0,1,2285
"COMPRA DE VIVIENDA",0,6.5454,30,0,,0,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,1,1,2.0209382,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5776947,1.8802892,0,1,0,1,911
"",0,2.284,23,1,,0,1,1,0,0,1,0,1,0,0,0,0,1,10,0,0,0,1,0,0,114.2,0,0,0,0,0,0,0,0,1,0,1,3,1,1.1890622,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.5638802,.83029699,0,1,0,0,11089
"OTROS",0,98.181,39,0,,1,0,0,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,1,1,4.5969462,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5.2799859,4.5869145,1,0,0,0,577
"",0,2.284,33,1,,1,1,1,0,0,1,0,0,0,0,0,0,1,11,0,1,0,0,0,0,45.68,0,0,0,0,0,0,0,0,1,1,1,3,0,1.1890622,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.5638802,.83029699,1,0,0,0,3932
"EMERGENCIAS, IMPREVISTOS",0,196.362,61,0,,1,0,1,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,1,1,5.2850394,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5.9731135,5.2800107,0,1,0,1,388
"OTROS",0,39.2724,52,0,,0,0,1,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,1,1,3.6956663,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.363831,3.6707766,1,0,0,1,1482
"EVENTOS SOCIALES Y FAMILIARES",0,209.4528,50,0,,1,0,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,1,1,5.3492613,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0376511,5.3445463,1,0,0,1,328
"",0,2.284,24,0,,1,1,1,0,0,1,0,1,0,0,0,0,3,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,1,1.1890622,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.5638802,.83029699,1,0,0,0,4095
"EMERGENCIAS, IMPREVISTOS",0,78.5448,53,0,,1,0,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,1,0,4.3763204,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0568566,4.3637962,1,0,0,0,207
"EDUCACION",0,196.362,66,0,,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,1,0,5.2850394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.9731135,5.2800107,0,0,0,0,1528
"OTROS",0,32.727,31,0,,1,0,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,1,1,3.5182986,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.181581,3.4885058,1,0,0,1,1450
"MEJORAMIENTO DE VIVIENDA",0,39.2724,30,0,,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,1,1,3.6956663,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.363831,3.6707766,1,0,0,1,1131
"OTROS",0,392.724,36,0,,0,0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,1,1,5.9756503,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6.666256,5.9731326,1,0,0,1,1868
"",0,94.46989796874999,28,0,,0,0,1,1,0,1,0,1,0,0,0,0,2,7,0,1,0,0,1,0,15.988,0,0,0,0,0,0,0,0,1,1,1,3,1,4.5588112,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5.2414565,4.5483871,1,0,0,0,8896
"OTROS",0,39.2724,53,0,,0,0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,1,1,3.6956663,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.363831,3.6707766,1,0,0,1,1966
"EDUCACION",0,68.72670000000001,26,0,,0,0,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,1,1,4.2445831,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.9233379,4.2302833,1,0,0,0,994
"EMERGENCIAS, IMPREVISTOS",0,39.2724,49,0,,1,0,1,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,1,1,3.6956663,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.363831,3.6707766,1,0,0,0,1158
"EDUCACION",0,117.8172,42,0,,1,0,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,1,0,4.777586,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5.4622993,4.7692189,0,1,0,1,845
"",0,2.284,34,1,,1,1,0,0,0,1,0,0,0,0,0,0,3,2,0,1,0,0,1,0,45.68,0,0,0,0,0,0,0,0,1,1,1,3,0,1.1890622,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.5638802,.83029699,1,0,0,0,6601
"EDUCACION",0,39.2724,31,0,,1,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,1,1,3.6956663,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.363831,3.6707766,1,0,0,1,1878
"",0,39.54426206542968,20,1,,1,0,1,0,0,1,0,1,0,0,0,0,3,3,0,0,0,1,0,0,11.42,0,0,0,0,1,0,0,0,0,0,1,3,0,3.7023942,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.3707275,3.6776733,0,1,0,0,2778
"EMERGENCIAS, IMPREVISTOS",0,39.2724,58,0,,1,0,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,1,1,3.6956663,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.363831,3.6707766,1,0,0,0,1044
"EMERGENCIAS, IMPREVISTOS",0,39.2724,63,0,,1,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,1,0,3.6956663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.363831,3.6707766,0,0,0,0,274
"EDUCACION",0,294.543,37,0,,1,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,1,1,5.6888142,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6.3785748,5.6854591,0,1,0,1,2160
"",0,2.284,29,0,,1,1,0,0,0,1,0,0,0,0,0,0,3,12,0,1,0,1,0,0,18.272,0,0,0,0,0,0,0,0,1,0,1,3,0,1.1890622,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.5638802,.83029699,1,0,0,0,10198
"COMPRA DE TERRENO",0,58.9086,32,0,,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,1,0,4.0928202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7692065,4.0761566,0,0,0,0,1208
"OTROS",0,196.362,0,0,,1,0,1,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,1,1,5.2850394,1,0,0,0,1,0,0,0,0,0,0,0,0,0,5.9731135,5.2800107,1,0,0,0,2518
"EMERGENCIAS, IMPREVISTOS",0,39.2724,23,0,,1,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,1,1,3.6956663,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.363831,3.6707766,1,0,0,1,2761
"",0,6.851999999999999,24,0,,1,0,1,0,0,1,0,1,0,0,0,0,2,15,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,3,1,2.0607684,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.6229706,1.9259989,0,1,0,0,10397
"",0,2.284,57,0,,0,1,1,0,0,0,0,1,0,0,0,0,2,15,0,0,1,0,1,0,11.42,1,0,0,0,0,0,0,0,1,1,1,3,0,1.1890622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5638802,.83029699,0,0,0,0,10113
"",0,2.284,27,1,,1,0,1,0,0,1,0,1,0,0,0,0,2,6,0,0,0,0,1,0,45.68,0,0,0,0,0,0,0,0,1,0,1,3,1,1.1890622,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.5638802,.83029699,1,0,0,0,3020
"EDUCACION",0,39.2724,0,0,,1,0,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,1,1,3.6956663,1,0,0,0,1,0,0,0,0,0,0,0,0,0,4.363831,3.6707766,1,0,0,0,2412
"EDUCACION",0,274.9068,0,0,,0,0,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,1,1,5.6200633,1,0,0,0,1,0,0,0,0,0,0,0,0,0,6.3095827,5.6164684,0,1,0,1,1608
"EMERGENCIAS, IMPREVISTOS",0,39.2724,38,0,,1,0,1,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,1,1,3.6956663,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.363831,3.6707766,1,0,0,0,1550
"OTROS",0,39.2724,22,0,,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,1,0,3.6956663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.363831,3.6707766,0,0,0,0,1248
"EMERGENCIAS, IMPREVISTOS",0,52.3632,53,0,,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,1,1,3.9771214,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6514425,3.958395,1,0,0,1,1178
"",0,2.284,30,0,,1,1,1,0,0,0,0,1,0,0,0,0,2,16,1,0,0,0,0,0,11.42,0,0,0,0,0,0,0,0,1,0,1,3,0,1.1890622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5638802,.83029699,0,0,0,0,10399
"",0,57.1,61,1,,1,1,0,0,0,1,0,0,0,0,0,0,1,6,1,0,0,1,0,0,16.4448,0,0,0,0,0,0,0,0,1,0,1,3,1,4.0621657,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.738028,4.0449791,0,1,0,0,10406
"",0,2.284,69,0,,1,0,0,0,0,1,0,0,0,0,0,0,3,3,0,1,0,1,0,0,31.976,1,0,0,0,0,0,0,0,1,0,1,3,0,1.1890622,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.5638802,.83029699,0,1,0,0,10202
"",0,2.284,24,0,,1,1,0,0,0,1,0,0,0,0,0,0,1,11,0,0,1,0,1,0,11.42,0,0,0,0,0,0,0,0,1,0,1,3,1,1.1890622,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.5638802,.83029699,0,1,0,0,9289
"EMERGENCIAS, IMPREVISTOS",0,39.2724,61,0,,1,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,1,1,3.6956663,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.363831,3.6707766,0,1,0,1,190
"EDUCACION",0,78.5448,49,1,,1,0,1,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,1,1,4.3763204,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0568566,4.3637962,0,1,0,1,2716
"OTROS",0,58.9086,45,0,,1,0,1,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,1,1,4.0928202,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7692065,4.0761566,1,0,0,1,534
"EMERGENCIAS, IMPREVISTOS",0,130.908,18,0,,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,1,1,4.8821049,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5676565,4.8745713,1,0,0,1,2464
"EMERGENCIAS, IMPREVISTOS",0,39.2724,20,0,,1,0,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,1,1,3.6956663,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.363831,3.6707766,0,1,0,1,1466
"",0,2.284,25,0,,1,1,1,0,0,1,0,0,0,0,0,0,3,4,0,0,0,0,0,0,13.704,0,0,0,0,0,0,0,0,1,0,1,3,1,1.1890622,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.5638802,.83029699,0,1,0,0,12584
"",0,46.15393,23,0,,1,1,1,1,0,1,0,1,0,0,0,0,3,2,0,0,0,1,0,0,34.26,0,0,0,0,1,0,0,0,0,0,1,3,1,3.8534174,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.5252466,3.8321989,1,0,0,0,2858
"",0,2.284,27,0,,1,0,1,0,0,1,0,0,0,0,0,0,1,11,0,1,1,1,0,0,11.42,0,0,0,0,0,0,0,0,1,0,1,3,1,1.1890622,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.5638802,.83029699,0,1,0,0,6559
"",0,2.284,24,0,,1,0,1,0,0,1,0,0,0,0,0,0,3,4,1,0,1,0,1,0,22.84,0,0,0,0,0,0,0,0,1,0,1,3,1,1.1890622,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.5638802,.83029699,1,0,0,0,6311
"",0,47.5994744921875,40,0,,1,1,1,1,0,1,0,0,0,0,0,0,1,10,0,0,0,0,1,0,114.2,0,0,0,0,0,0,0,0,0,1,1,3,1,3.8836126,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.5560794,3.8630319,1,0,0,0,3773
"EMERGENCIAS, IMPREVISTOS",0,39.2724,73,0,,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,1,0,3.6956663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.363831,3.6707766,0,0,0,0,2094
"",0,2.284,32,1,,1,1,1,0,0,1,0,1,0,0,0,0,3,2,0,0,0,0,0,0,45.68,0,0,0,0,0,0,0,0,1,1,1,3,1,1.1890622,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.5638802,.83029699,0,1,0,0,4737
"",0,2.284,32,0,,1,1,0,0,0,1,0,0,0,0,0,0,1,16,0,1,0,0,0,0,68.52,0,0,0,0,1,0,0,0,0,0,1,3,1,1.1890622,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.5638802,.83029699,1,0,0,0,13193
"OTROS",0,39.2724,23,0,,1,0,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,1,1,3.6956663,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.363831,3.6707766,1,0,0,1,2215
"",0,2.284,23,0,,1,0,1,0,0,0,0,1,0,0,0,0,1,11,0,0,1,0,1,0,6.851999999999999,0,0,0,0,0,0,0,0,1,0,1,3,0,1.1890622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5638802,.83029699,0,0,0,0,3317
"",0,2.284,38,0,,1,1,0,0,0,1,0,1,0,0,0,0,1,5,0,0,0,0,0,0,91.36,0,0,0,0,1,0,0,0,0,0,1,3,1,1.1890622,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.5638802,.83029699,1,0,0,0,11968
"COMPRA DE MOTOTAXI",0,39.2724,34,0,,1,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,1,1,3.6956663,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.363831,3.6707766,0,1,0,1,1776
"",0,45.97920344238281,35,0,,1,1,1,1,0,0,0,1,0,0,0,0,2,16,0,0,1,0,1,0,11.42,0,0,0,0,0,0,0,0,1,0,1,3,0,3.849705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5214548,3.8284066,0,0,0,0,11404
"",0,2.284,36,0,,1,0,1,0,0,1,0,0,0,0,0,0,1,5,0,1,0,1,0,0,22.84,0,0,0,0,0,0,0,0,1,1,1,3,1,1.1890622,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.5638802,.83029699,0,1,0,0,8725
"EMERGENCIAS, IMPREVISTOS",0,98.181,48,0,,1,0,1,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,1,0,4.5969462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.2799859,4.5869145,0,0,0,0,1000
"EMERGENCIAS, IMPREVISTOS",0,117.8172,36,0,,0,0,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,1,0,4.777586,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5.4622993,4.7692189,0,1,0,1,774
"EDUCACION",0,52.3632,38,0,,1,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,1,1,3.9771214,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6514425,3.958395,0,1,0,0,1950
"EDUCACION",0,98.181,26,0,,1,0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,1,1,4.5969462,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5.2799859,4.5869145,1,0,0,1,886
"EDUCACION",0,16.3635,25,0,,1,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,1,1,2.8543704,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4891329,2.7956641,1,0,0,0,776
"",0,2.284,28,1,,1,1,1,0,0,1,0,1,0,0,0,0,1,10,1,0,0,0,1,0,114.2,0,0,0,0,0,0,0,0,1,0,1,3,1,1.1890622,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.5638802,.83029699,1,0,0,0,9000
"EMERGENCIAS, IMPREVISTOS",0,117.8172,42,0,,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,1,0,4.777586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.4622993,4.7692189,0,0,0,0,170
"EMERGENCIAS, IMPREVISTOS",0,58.9086,22,0,,0,0,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,1,1,4.0928202,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7692065,4.0761566,0,1,0,1,1098
"OTROS",0,52.3632,45,0,,1,0,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,1,1,3.9771214,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6514425,3.958395,0,1,0,0,821
"EMERGENCIAS, IMPREVISTOS",0,39.2724,46,0,,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,1,1,3.6956663,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.363831,3.6707766,1,0,0,1,2653
"",0,2.284,31,0,,1,1,1,0,0,1,0,1,0,0,0,0,2,10,0,1,0,0,0,0,22.84,0,0,0,0,1,0,0,0,0,0,1,3,1,1.1890622,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.5638802,.83029699,1,0,0,0,11712
"IMPLEMENTACION DE NEGOCIO",0,196.362,23,0,,1,0,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,1,1,5.2850394,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5.9731135,5.2800107,0,1,0,1,2209
"MEJORAMIENTO DE VIVIENDA",0,130.908,0,0,,0,0,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,1,1,4.8821049,1,0,0,0,1,0,0,0,0,0,0,0,0,0,5.5676565,4.8745713,1,0,0,1,652
"",0,2.284,26,1,,0,1,1,0,0,1,0,1,0,0,0,0,2,7,0,0,0,0,0,0,45.68,1,0,0,0,0,0,0,0,1,1,1,3,1,1.1890622,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.5638802,.83029699,1,0,0,0,8334
"COMPRA DE TERRENO",0,6.5454,20,0,,1,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,1,0,2.0209382,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5776947,1.8802892,1,0,0,1,1396
"",0,2.284,43,1,,1,1,1,0,0,0,0,1,0,0,0,0,3,1,1,0,0,0,0,0,45.68,0,1,0,0,0,0,0,0,1,0,1,3,0,1.1890622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5638802,.83029699,0,0,0,0,3017
"EDUCACION",0,157.0896,33,0,,0,0,1,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,1,1,5.0631618,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5.7499738,5.05688,1,0,0,1,640
"",0,48.06061275390625,20,0,,1,0,1,1,0,0,0,1,0,0,0,0,3,2,0,0,0,0,1,0,6.851999999999999,1,0,0,0,0,0,0,0,1,1,1,3,0,3.8930566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5657182,3.8726711,0,0,0,0,13532
"",0,10.1067,24,0,,1,0,1,0,0,1,0,1,0,0,0,0,3,2,1,0,0,0,1,0,11.42,0,0,0,0,0,0,0,0,1,1,1,3,0,2.4075484,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.0087843,2.3141875,0,1,0,0,4125
"",0,2.284,43,1,,1,1,1,0,0,1,0,1,0,0,0,0,1,10,0,1,1,1,0,0,114.2,1,0,0,0,0,0,0,0,1,0,1,3,1,1.1890622,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.5638802,.83029699,0,1,0,0,6659
"",0,4.568,34,0,,1,1,0,0,0,1,0,0,0,0,0,0,1,5,1,0,0,1,0,0,29.692,0,0,0,0,0,0,0,0,1,1,1,3,0,1.7170359,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.2239938,1.5212622,1,0,0,0,11800
"OTROS",0,196.362,27,0,,1,0,1,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,1,1,5.2850394,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5.9731135,5.2800107,1,0,0,1,631
"EMERGENCIAS, IMPREVISTOS",0,39.2724,57,0,,1,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,1,1,3.6956663,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.363831,3.6707766,0,1,0,1,462
"",0,2.284,36,0,,1,1,1,0,0,1,0,1,0,0,0,0,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,1,1.1890622,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.5638802,.83029699,1,0,0,0,9397
"EMERGENCIAS, IMPREVISTOS",0,98.181,31,0,,0,0,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,1,0,4.5969462,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5.2799859,4.5869145,1,0,0,1,2283
"OTROS",0,98.181,54,0,,0,0,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,1,1,4.5969462,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5.2799859,4.5869145,0,1,0,1,1952
"EQUIPAMIENTO DE LA CASA",0,78.5448,23,0,,1,0,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,1,1,4.3763204,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0568566,4.3637962,1,0,0,1,1376
"IMPLEMENTACION DE NEGOCIO",0,52.3632,38,0,,1,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,1,1,3.9771214,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6514425,3.958395,0,1,0,1,1231
"",0,2.284,50,0,,1,1,1,0,0,1,0,1,0,0,0,0,1,5,0,1,1,1,0,0,45.68,0,0,0,0,1,0,0,0,0,0,1,3,1,1.1890622,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.5638802,.83029699,0,1,0,0,3194
"EQUIPAMIENTO DE LA CASA",0,32.727,31,0,,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,1,0,3.5182986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.181581,3.4885058,0,0,0,0,2533
"COMPRA DE EQUIPOS Y HERRAMIENTAS",0,78.5448,25,0,,0,0,0,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,1,1,4.3763204,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0568566,4.3637962,1,0,0,0,1629
